GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0031663	lipopolysaccharide-mediated signaling pathway	0.0001928504460272299	0.0001928504460272299	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000011369,ENSMLUG00000011543,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013098
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.00019494486434404445	0.00019494486434404445	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000015999,ENSMLUG00000004581,ENSMLUG00000029213,ENSMLUG00000000639,ENSMLUG00000013014,ENSMLUG00000017391,ENSMLUG00000016718,ENSMLUG00000001028,ENSMLUG00000012289,ENSMLUG00000006287,ENSMLUG00000011543,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000013098
GO:1902531	regulation of intracellular signal transduction	0.0002176253325086937	0.0002176253325086937	+1	ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000011360,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000016008,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000005115,ENSMLUG00000028013,ENSMLUG00000016835,ENSMLUG00000007751,ENSMLUG00000009914,ENSMLUG00000011791,ENSMLUG00000002568,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000007417,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000003347,ENSMLUG00000027885,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000011914,ENSMLUG00000015855,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000022206,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000002533,ENSMLUG00000008204,ENSMLUG00000011541,ENSMLUG00000005373,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000017172,ENSMLUG00000028171,ENSMLUG00000010039,ENSMLUG00000009425,ENSMLUG00000012813,ENSMLUG00000014870,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000012289,ENSMLUG00000012675,ENSMLUG00000006385,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000017070,ENSMLUG00000002948,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000009174,ENSMLUG00000014356,ENSMLUG00000011543,ENSMLUG00000011563,ENSMLUG00000013991,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000028282,ENSMLUG00000013557,ENSMLUG00000002266,ENSMLUG00000013462,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000000952,ENSMLUG00000015048,ENSMLUG00000009718,ENSMLUG00000011739,ENSMLUG00000013365,ENSMLUG00000015233,ENSMLUG00000013098,ENSMLUG00000014242,ENSMLUG00000004535,ENSMLUG00000009336,ENSMLUG00000007454,ENSMLUG00000006248,ENSMLUG00000012943,ENSMLUG00000015472,ENSMLUG00000014951,ENSMLUG00000010629,ENSMLUG00000008783
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.00021929270891667197	0.00021929270891667197	+1	ENSMLUG00000001974,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000011739
GO:0051249	regulation of lymphocyte activation	0.00023524183246275454	0.00023524183246275454	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000005115,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006716,ENSMLUG00000014860,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000017391,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000016545
GO:0002700	regulation of production of molecular mediator of immune response	0.0002378221026555939	0.0002378221026555939	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000017172,ENSMLUG00000011728,ENSMLUG00000011842
GO:0043300	regulation of leukocyte degranulation	0.00028832670577228837	0.00028832670577228837	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016718
GO:0002275	myeloid cell activation involved in immune response	0.00029291377791325346	0.00029291377791325346	+1	ENSMLUG00000003153,ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000009455,ENSMLUG00000016718,ENSMLUG00000011728
GO:0002718	regulation of cytokine production involved in immune response	0.0003131752675245681	0.0003131752675245681	+1	ENSMLUG00000012387,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000017172,ENSMLUG00000011728,ENSMLUG00000011842
GO:0071219	cellular response to molecule of bacterial origin	0.00032306884533650086	0.00032306884533650086	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013098
GO:0071706	tumor necrosis factor superfamily cytokine production	0.00033613158231692817	0.00033613158231692817	+1	ENSMLUG00000001974,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000016718,ENSMLUG00000010167,ENSMLUG00000001028,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000011739
GO:0032496	response to lipopolysaccharide	0.00037225757055485653	0.00037225757055485653	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000017172,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000004202,ENSMLUG00000013098
GO:0006935	chemotaxis	0.000389566713162129	0.000389566713162129	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000164,ENSMLUG00000000153,ENSMLUG00000005717,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000006418,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000028659,ENSMLUG00000001859
GO:0042330	taxis	0.000389566713162129	0.000389566713162129	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000003444,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000164,ENSMLUG00000000153,ENSMLUG00000005717,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000006418,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000002533,ENSMLUG00000016412,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000028659,ENSMLUG00000001859
GO:0002706	regulation of lymphocyte mediated immunity	0.00039135362581601277	0.00039135362581601277	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000016537,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000004581,ENSMLUG00000002533,ENSMLUG00000013014
GO:0030098	lymphocyte differentiation	0.00039707884313159127	0.00039707884313159127	+1	ENSMLUG00000027823,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000003135,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581,ENSMLUG00000000639,ENSMLUG00000017391,ENSMLUG00000013543,ENSMLUG00000010411,ENSMLUG00000001028,ENSMLUG00000001859
GO:0045576	mast cell activation	0.00041441488113762764	0.00041441488113762764	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000000899,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0043085	positive regulation of catalytic activity	0.0004219191115035728	0.0004219191115035728	+1	ENSMLUG00000009941,ENSMLUG00000015441,ENSMLUG00000014137,ENSMLUG00000016644,ENSMLUG00000014375,ENSMLUG00000001781,ENSMLUG00000009793,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000016835,ENSMLUG00000001022,ENSMLUG00000008775,ENSMLUG00000002568,ENSMLUG00000006023,ENSMLUG00000011482,ENSMLUG00000000153,ENSMLUG00000023668,ENSMLUG00000006778,ENSMLUG00000017009,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015190,ENSMLUG00000010659,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000028974,ENSMLUG00000014257,ENSMLUG00000002912,ENSMLUG00000001338,ENSMLUG00000024725,ENSMLUG00000013263,ENSMLUG00000006849,ENSMLUG00000003661,ENSMLUG00000010517,ENSMLUG00000011541,ENSMLUG00000008745,ENSMLUG00000016412,ENSMLUG00000007111,ENSMLUG00000012359,ENSMLUG00000016819,ENSMLUG00000009425,ENSMLUG00000023678,ENSMLUG00000026303,ENSMLUG00000008593,ENSMLUG00000028380,ENSMLUG00000004478,ENSMLUG00000007063,ENSMLUG00000010197,ENSMLUG00000002968,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000000196,ENSMLUG00000007834,ENSMLUG00000009419,ENSMLUG00000014356,ENSMLUG00000011563,ENSMLUG00000013462,ENSMLUG00000008348,ENSMLUG00000000952,ENSMLUG00000008749,ENSMLUG00000005967,ENSMLUG00000013365,ENSMLUG00000015233,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000014034,ENSMLUG00000009336,ENSMLUG00000004106,ENSMLUG00000005936,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000012943,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000015997
GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.0004440272244095389	0.0004440272244095389	+1	ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000024927,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000006872,ENSMLUG00000007164,ENSMLUG00000005038,ENSMLUG00000005737,ENSMLUG00000017172,ENSMLUG00000010039,ENSMLUG00000012813
GO:0002224	toll-like receptor signaling pathway	0.00044776552655601063	0.00044776552655601063	+1	ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000030769,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000002533,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000017610
GO:0033003	regulation of mast cell activation	0.00045099553076140644	0.00045099553076140644	+1	ENSMLUG00000002828,ENSMLUG00000014580,ENSMLUG00000012668,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000009455,ENSMLUG00000011728
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.0004880098288942235	0.0004880098288942235	+1	ENSMLUG00000012387,ENSMLUG00000027823,ENSMLUG00000011581,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000011482,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000013543,ENSMLUG00000011728,ENSMLUG00000001028
GO:1990266	neutrophil migration	0.0004946777833833637	0.0004946777833833637	+1	ENSMLUG00000004884,ENSMLUG00000003153,ENSMLUG00000012668,ENSMLUG00000016835,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000004581,ENSMLUG00000002912
GO:0002440	production of molecular mediator of immune response	0.0005043277036287151	0.0005043277036287151	+1	ENSMLUG00000012387,ENSMLUG00000016603,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000030037,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000016598,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000015855,ENSMLUG00000013014,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011728,ENSMLUG00000011842
GO:0002573	myeloid leukocyte differentiation	0.0005083399013021153	0.0005083399013021153	+1	ENSMLUG00000011360,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000016013,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000010517,ENSMLUG00000017391,ENSMLUG00000007100,ENSMLUG00000000285,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000012714,ENSMLUG00000002060,ENSMLUG00000005967,ENSMLUG00000013098
GO:0016477	cell migration	0.0005107744790426391	0.0005107744790426391	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000014393,ENSMLUG00000011096,ENSMLUG00000004884,ENSMLUG00000008558,ENSMLUG00000003153,ENSMLUG00000014580,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000011791,ENSMLUG00000022688,ENSMLUG00000000153,ENSMLUG00000009243,ENSMLUG00000009413,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000005560,ENSMLUG00000006716,ENSMLUG00000009831,ENSMLUG00000004581,ENSMLUG00000014860,ENSMLUG00000028344,ENSMLUG00000029749,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000000639,ENSMLUG00000002533,ENSMLUG00000006311,ENSMLUG00000016412,ENSMLUG00000010039,ENSMLUG00000016819,ENSMLUG00000008026,ENSMLUG00000016718,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000012949,ENSMLUG00000008593,ENSMLUG00000028659,ENSMLUG00000014215,ENSMLUG00000001859,ENSMLUG00000012289,ENSMLUG00000010197,ENSMLUG00000030213,ENSMLUG00000017195,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000010038,ENSMLUG00000013160,ENSMLUG00000008622,ENSMLUG00000011626,ENSMLUG00000016882,ENSMLUG00000009772,ENSMLUG00000013225,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000004075,ENSMLUG00000013365,ENSMLUG00000004545,ENSMLUG00000001627,ENSMLUG00000013098,ENSMLUG00000009809,ENSMLUG00000009336,ENSMLUG00000014316,ENSMLUG00000017561,ENSMLUG00000006248,ENSMLUG00000007990,ENSMLUG00000027901,ENSMLUG00000006278,ENSMLUG00000015472,ENSMLUG00000010629,ENSMLUG00000001480,ENSMLUG00000008116
GO:0030217	T cell differentiation	0.0005228239262793829	0.0005228239262793829	+1	ENSMLUG00000027823,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000007430,ENSMLUG00000016835,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000000899,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000016841,ENSMLUG00000004581
GO:0051707	response to other organism	0.0005298927064151834	0.0005298927064151834	+1	ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000026379,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000011444,ENSMLUG00000002840,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000022385,ENSMLUG00000013014,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000014782,ENSMLUG00000004366,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000009174,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000014246,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000014338,ENSMLUG00000024685,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000004535
GO:0043207	response to external biotic stimulus	0.0005696245780579407	0.0005696245780579407	+1	ENSMLUG00000027823,ENSMLUG00000012920,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000026379,ENSMLUG00000030769,ENSMLUG00000000164,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000011444,ENSMLUG00000002840,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000022385,ENSMLUG00000013014,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000012813,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000010167,ENSMLUG00000014782,ENSMLUG00000004366,ENSMLUG00000007782,ENSMLUG00000009023,ENSMLUG00000009174,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000002060,ENSMLUG00000002266,ENSMLUG00000002214,ENSMLUG00000014246,ENSMLUG00000008863,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000014338,ENSMLUG00000024685,ENSMLUG00000004202,ENSMLUG00000013098,ENSMLUG00000004535
GO:0032729	positive regulation of interferon-gamma production	0.0006044930995729147	0.0006044930995729147	+1	ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000001974,ENSMLUG00000003969,ENSMLUG00000016598,ENSMLUG00000006778,ENSMLUG00000007417,ENSMLUG00000013014,ENSMLUG00000016718
GO:0071222	cellular response to lipopolysaccharide	0.0006091542070430218	0.0006091542070430218	+1	ENSMLUG00000009941,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003969,ENSMLUG00000000164,ENSMLUG00000007417,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000017621,ENSMLUG00000015855,ENSMLUG00000011369,ENSMLUG00000026303,ENSMLUG00000007782,ENSMLUG00000011543,ENSMLUG00000002942,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000005967,ENSMLUG00000013098
GO:0048584	positive regulation of response to stimulus	0.0006422851619113262	0.0006422851619113262	+1	ENSMLUG00000012387,ENSMLUG00000003450,ENSMLUG00000016603,ENSMLUG00000012920,ENSMLUG00000000290,ENSMLUG00000009941,ENSMLUG00000012745,ENSMLUG00000011360,ENSMLUG00000001974,ENSMLUG00000006910,ENSMLUG00000014375,ENSMLUG00000003153,ENSMLUG00000016008,ENSMLUG00000014580,ENSMLUG00000016505,ENSMLUG00000003969,ENSMLUG00000012668,ENSMLUG00000007430,ENSMLUG00000024927,ENSMLUG00000007751,ENSMLUG00000009914,ENSMLUG00000011791,ENSMLUG00000008775,ENSMLUG00000000147,ENSMLUG00000002568,ENSMLUG00000030769,ENSMLUG00000011482,ENSMLUG00000016598,ENSMLUG00000000153,ENSMLUG00000006778,ENSMLUG00000011145,ENSMLUG00000015832,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015330,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000003347,ENSMLUG00000000429,ENSMLUG00000005407,ENSMLUG00000011444,ENSMLUG00000002912,ENSMLUG00000011419,ENSMLUG00000015855,ENSMLUG00000022206,ENSMLUG00000010517,ENSMLUG00000002533,ENSMLUG00000013014,ENSMLUG00000008204,ENSMLUG00000016412,ENSMLUG00000004495,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000016718,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000026303,ENSMLUG00000011728,ENSMLUG00000011842,ENSMLUG00000001028,ENSMLUG00000028380,ENSMLUG00000012289,ENSMLUG00000007782,ENSMLUG00000006385,ENSMLUG00000028983,ENSMLUG00000004708,ENSMLUG00000009419,ENSMLUG00000009174,ENSMLUG00000011543,ENSMLUG00000011563,ENSMLUG00000013991,ENSMLUG00000002962,ENSMLUG00000022840,ENSMLUG00000016681,ENSMLUG00000002266,ENSMLUG00000013462,ENSMLUG00000008348,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000015048,ENSMLUG00000011799,ENSMLUG00000004572,ENSMLUG00000008749,ENSMLUG00000009718,ENSMLUG00000011260,ENSMLUG00000011739,ENSMLUG00000008549,ENSMLUG00000005967,ENSMLUG00000016545,ENSMLUG00000013365,ENSMLUG00000004545,ENSMLUG00000015233,ENSMLUG00000013098,ENSMLUG00000009026,ENSMLUG00000004535,ENSMLUG00000009336,ENSMLUG00000007454,ENSMLUG00000014316,ENSMLUG00000017610,ENSMLUG00000015472,ENSMLUG00000014951,ENSMLUG00000010629,ENSMLUG00000008783
GO:1902107	positive regulation of leukocyte differentiation	0.0006630243423042333	0.0006630243423042333	+1	ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000017391,ENSMLUG00000001859,ENSMLUG00000005802,ENSMLUG00000003729,ENSMLUG00000007782
GO:0050715	positive regulation of cytokine secretion	0.0006793310129746929	0.0006793310129746929	+1	ENSMLUG00000012387,ENSMLUG00000012745,ENSMLUG00000017259,ENSMLUG00000014375,ENSMLUG00000011581,ENSMLUG00000014580,ENSMLUG00000003969,ENSMLUG00000007430
GO:0002253	activation of immune response	0.0007070615614168797	0.0007070615614168797	+1	ENSMLUG00000012387,ENSMLUG00000012920,ENSMLUG00000012745,ENSMLUG00000007430,ENSMLUG00000000147,ENSMLUG00000030769,ENSMLUG00000011482,ENSMLUG00000007417,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000006872,ENSMLUG00000004581,ENSMLUG00000007164,ENSMLUG00000014860,ENSMLUG00000005407,ENSMLUG00000002533,ENSMLUG00000007189,ENSMLUG00000015097,ENSMLUG00000017172,ENSMLUG00000013543,ENSMLUG00000012813,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000011543,ENSMLUG00000008863,ENSMLUG00000013225,ENSMLUG00000017089,ENSMLUG00000004572,ENSMLUG00000011739,ENSMLUG00000016545,ENSMLUG00000009026,ENSMLUG00000004535,ENSMLUG00000017610
GO:1903037	regulation of leukocyte cell-cell adhesion	0.0007095850372281306	0.0007095850372281306	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000010411,ENSMLUG00000011728,ENSMLUG00000001028,ENSMLUG00000001859,ENSMLUG00000007782,ENSMLUG00000002060,ENSMLUG00000026018,ENSMLUG00000017089,ENSMLUG00000008549,ENSMLUG00000016545,ENSMLUG00000013098
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.0007245151474488089	0.0007245151474488089	+1	ENSMLUG00000003450,ENSMLUG00000009941,ENSMLUG00000001974,ENSMLUG00000014375,ENSMLUG00000003444,ENSMLUG00000003969,ENSMLUG00000007430,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000015999,ENSMLUG00000027885,ENSMLUG00000015855,ENSMLUG00000016819,ENSMLUG00000016718,ENSMLUG00000011728,ENSMLUG00000001859,ENSMLUG00000007782
GO:0045639	positive regulation of myeloid cell differentiation	0.0008310903936299423	0.0008310903936299423	+1	ENSMLUG00000006366,ENSMLUG00000003969,ENSMLUG00000007751,ENSMLUG00000006778,ENSMLUG00000012968,ENSMLUG00000003347,ENSMLUG00000011419,ENSMLUG00000007176,ENSMLUG00000017391,ENSMLUG00000026303,ENSMLUG00000005802,ENSMLUG00000003729
