geneID,length
ENSMLUT00000003612,1797
ENSMLUT00000016349,1773
ENSMLUT00000016338,1851
ENSMLUT00000016345,1806
ENSMLUT00000016336,1121
ENSMLUT00000016353,2979
ENSMLUT00000016339,3561
ENSMLUT00000016337,1230
ENSMLUT00000016341,1086
ENSMLUT00000016343,999
ENSMLUT00000016348,1305
ENSMLUT00000016344,1776
ENSMLUT00000016346,984
ENSMLUT00000016347,996
ENSMLUT00000016350,690
ENSMLUT00000016359,2352
ENSMLUT00000016354,1278
ENSMLUT00000016356,1431
ENSMLUT00000016360,867
ENSMLUT00000016361,1764
ENSMLUT00000030882,831
ENSMLUT00000016355,888
ENSMLUT00000029819,561
ENSMLUT00000016366,1416
ENSMLUT00000016365,1548
ENSMLUT00000016364,564
ENSMLUT00000016367,1644
ENSMLUT00000016377,6717
ENSMLUT00000016363,330
ENSMLUT00000016388,5826
ENSMLUT00000016375,2784
ENSMLUT00000023548,2874
ENSMLUT00000016374,1551
ENSMLUT00000016370,300
ENSMLUT00000016369,888
ENSMLUT00000016371,384
ENSMLUT00000016373,297
ENSMLUT00000016382,1944
ENSMLUT00000023700,1941
ENSMLUT00000016372,450
ENSMLUT00000016378,1539
ENSMLUT00000016387,7200
ENSMLUT00000016410,6186
ENSMLUT00000016379,1125
ENSMLUT00000016380,687
ENSMLUT00000016383,1560
ENSMLUT00000016384,639
ENSMLUT00000016393,2586
ENSMLUT00000016390,1311
ENSMLUT00000016389,2313
ENSMLUT00000016406,462
ENSMLUT00000016385,909
ENSMLUT00000016386,1284
ENSMLUT00000016391,723
ENSMLUT00000016392,1900
ENSMLUT00000016401,3102
ENSMLUT00000016397,1596
ENSMLUT00000016396,1338
ENSMLUT00000016394,933
ENSMLUT00000016422,5894
ENSMLUT00000016403,2655
ENSMLUT00000030949,3735
ENSMLUT00000016402,1101
ENSMLUT00000016400,618
ENSMLUT00000016399,807
ENSMLUT00000016404,927
ENSMLUT00000016423,4200
ENSMLUT00000016407,1293
ENSMLUT00000016413,1758
ENSMLUT00000016411,1131
ENSMLUT00000016412,531
ENSMLUT00000016409,1047
ENSMLUT00000016415,1650
ENSMLUT00000016420,3542
ENSMLUT00000016408,462
ENSMLUT00000016417,1041
ENSMLUT00000016421,1380
ENSMLUT00000016416,1193
ENSMLUT00000016414,936
ENSMLUT00000016418,468
ENSMLUT00000016425,1491
ENSMLUT00000016430,3556
ENSMLUT00000016433,1797
ENSMLUT00000016426,909
ENSMLUT00000016431,488
ENSMLUT00000016442,5826
ENSMLUT00000016428,753
ENSMLUT00000016456,7542
ENSMLUT00000016435,909
ENSMLUT00000016432,384
ENSMLUT00000016438,519
ENSMLUT00000016437,1911
ENSMLUT00000016441,1422
ENSMLUT00000016439,804
ENSMLUT00000016447,2358
ENSMLUT00000016444,1698
ENSMLUT00000016443,642
ENSMLUT00000016446,1329
ENSMLUT00000016448,1707
ENSMLUT00000016451,717
ENSMLUT00000016450,747
ENSMLUT00000016464,5848
ENSMLUT00000016458,3414
ENSMLUT00000016449,1302
ENSMLUT00000016452,543
ENSMLUT00000016466,3990
ENSMLUT00000016457,1428
ENSMLUT00000016455,1164
ENSMLUT00000016460,1095
ENSMLUT00000016454,1140
ENSMLUT00000016468,7974
ENSMLUT00000016459,282
ENSMLUT00000016467,459
ENSMLUT00000016461,348
ENSMLUT00000016462,1158
ENSMLUT00000016465,1491
ENSMLUT00000016476,5846
ENSMLUT00000014435,702
ENSMLUT00000016473,1923
ENSMLUT00000016470,1695
ENSMLUT00000016475,1728
ENSMLUT00000016471,891
ENSMLUT00000016472,1743
ENSMLUT00000016474,1284
ENSMLUT00000016483,3087
ENSMLUT00000016480,2742
ENSMLUT00000016479,2154
ENSMLUT00000016477,1002
ENSMLUT00000016484,4593
ENSMLUT00000016478,741
ENSMLUT00000016481,918
ENSMLUT00000016488,915
ENSMLUT00000016487,891
ENSMLUT00000016482,1524
ENSMLUT00000016485,735
ENSMLUT00000016486,1026
ENSMLUT00000016490,1131
ENSMLUT00000016497,3090
ENSMLUT00000016500,6804
ENSMLUT00000016494,738
ENSMLUT00000016492,498
ENSMLUT00000016496,972
ENSMLUT00000016489,1167
ENSMLUT00000016491,1647
ENSMLUT00000016499,1527
ENSMLUT00000016501,2241
ENSMLUT00000016505,2721
ENSMLUT00000016510,2946
ENSMLUT00000016498,3087
ENSMLUT00000016504,495
ENSMLUT00000016506,1095
ENSMLUT00000016514,1659
ENSMLUT00000016527,4212
ENSMLUT00000016509,573
ENSMLUT00000016516,2019
ENSMLUT00000016523,2319
ENSMLUT00000016520,2091
ENSMLUT00000016515,480
ENSMLUT00000016517,588
ENSMLUT00000016518,429
ENSMLUT00000016519,810
ENSMLUT00000016525,549
ENSMLUT00000016528,1773
ENSMLUT00000016538,2412
ENSMLUT00000016533,2028
ENSMLUT00000016524,2697
ENSMLUT00000016539,3702
ENSMLUT00000016531,582
ENSMLUT00000016529,567
ENSMLUT00000023989,582
ENSMLUT00000016532,1557
ENSMLUT00000016536,3015
ENSMLUT00000029505,3093
ENSMLUT00000016542,2904
ENSMLUT00000016534,3099
ENSMLUT00000016537,720
ENSMLUT00000016540,1524
ENSMLUT00000016549,2760
ENSMLUT00000016544,819
ENSMLUT00000016548,819
ENSMLUT00000016545,1266
ENSMLUT00000016550,987
ENSMLUT00000016566,7338
ENSMLUT00000016568,5514
ENSMLUT00000016570,4866
ENSMLUT00000016558,1572
ENSMLUT00000016551,1287
ENSMLUT00000016552,1161
ENSMLUT00000016555,1107
ENSMLUT00000016553,405
ENSMLUT00000016554,1393
ENSMLUT00000026621,322
ENSMLUT00000016576,4374
ENSMLUT00000016561,2217
ENSMLUT00000016567,3951
ENSMLUT00000016556,2142
ENSMLUT00000016569,1440
ENSMLUT00000016565,2007
ENSMLUT00000016563,2027
ENSMLUT00000016574,2499
ENSMLUT00000016571,990
ENSMLUT00000016562,207
ENSMLUT00000016564,105
ENSMLUT00000016575,1218
ENSMLUT00000016577,837
ENSMLUT00000016584,1491
ENSMLUT00000016572,381
ENSMLUT00000016589,1755
ENSMLUT00000016580,1032
ENSMLUT00000016582,1206
ENSMLUT00000016578,1362
ENSMLUT00000016579,414
ENSMLUT00000016583,798
ENSMLUT00000016593,2270
ENSMLUT00000016586,1296
ENSMLUT00000025774,1320
ENSMLUT00000016620,543
ENSMLUT00000016591,1308
ENSMLUT00000016585,828
ENSMLUT00000016594,1632
ENSMLUT00000016588,948
ENSMLUT00000016604,6525
ENSMLUT00000016597,3735
ENSMLUT00000016598,2235
ENSMLUT00000016600,775
ENSMLUT00000016599,1629
ENSMLUT00000016601,1746
ENSMLUT00000016613,4269
ENSMLUT00000016602,681
ENSMLUT00000016605,1797
ENSMLUT00000016614,192
ENSMLUT00000016608,462
ENSMLUT00000016607,1844
ENSMLUT00000016603,1065
ENSMLUT00000016609,1098
ENSMLUT00000016621,2037
ENSMLUT00000016618,1764
ENSMLUT00000016611,984
ENSMLUT00000016623,1674
ENSMLUT00000016622,1368
ENSMLUT00000016617,480
ENSMLUT00000016615,348
ENSMLUT00000016619,1038
ENSMLUT00000016616,1971
ENSMLUT00000016624,1506
ENSMLUT00000016646,6642
ENSMLUT00000016628,1434
ENSMLUT00000016635,1794
ENSMLUT00000016631,1332
ENSMLUT00000016627,534
ENSMLUT00000016630,1417
ENSMLUT00000016629,1128
ENSMLUT00000016633,2058
ENSMLUT00000016638,1554
ENSMLUT00000016634,1783
ENSMLUT00000016666,6165
ENSMLUT00000016637,4206
ENSMLUT00000016636,459
ENSMLUT00000016641,1701
ENSMLUT00000016642,2394
ENSMLUT00000016639,1641
ENSMLUT00000016650,2517
ENSMLUT00000016652,1647
ENSMLUT00000016647,1104
ENSMLUT00000016644,3078
ENSMLUT00000016640,1002
ENSMLUT00000016643,1398
ENSMLUT00000016645,702
ENSMLUT00000016654,1140
ENSMLUT00000016659,3000
ENSMLUT00000016648,878
ENSMLUT00000016660,7575
ENSMLUT00000016664,2517
ENSMLUT00000016657,1119
ENSMLUT00000016649,1413
ENSMLUT00000016651,735
ENSMLUT00000016658,1023
ENSMLUT00000016671,1332
ENSMLUT00000016668,1692
ENSMLUT00000016655,606
ENSMLUT00000016653,1410
ENSMLUT00000016662,1828
ENSMLUT00000016715,14598
ENSMLUT00000016661,360
ENSMLUT00000016669,1314
ENSMLUT00000016663,1110
ENSMLUT00000016665,1422
ENSMLUT00000016667,717
ENSMLUT00000016674,1773
ENSMLUT00000016678,2955
ENSMLUT00000016676,891
ENSMLUT00000016672,1326
ENSMLUT00000016681,1764
ENSMLUT00000016673,912
ENSMLUT00000016675,1071
ENSMLUT00000016677,703
ENSMLUT00000016689,1362
ENSMLUT00000016688,2097
ENSMLUT00000016679,609
ENSMLUT00000016686,1941
ENSMLUT00000016691,1167
ENSMLUT00000016700,1689
ENSMLUT00000016685,654
ENSMLUT00000016706,4014
ENSMLUT00000016682,2091
ENSMLUT00000029490,363
ENSMLUT00000016680,586
ENSMLUT00000016693,567
ENSMLUT00000016683,834
ENSMLUT00000016692,1737
ENSMLUT00000016687,900
ENSMLUT00000016690,1503
ENSMLUT00000016697,1395
ENSMLUT00000016695,1071
ENSMLUT00000016717,5643
ENSMLUT00000016704,1737
ENSMLUT00000016696,543
ENSMLUT00000016699,1071
ENSMLUT00000016720,5553
ENSMLUT00000016709,1194
ENSMLUT00000016705,1233
ENSMLUT00000016723,8550
ENSMLUT00000016703,1269
ENSMLUT00000016707,393
ENSMLUT00000016710,627
ENSMLUT00000016716,2196
ENSMLUT00000016721,2262
ENSMLUT00000016724,2658
ENSMLUT00000016713,678
ENSMLUT00000016714,1254
ENSMLUT00000016719,1125
ENSMLUT00000016722,978
ENSMLUT00000016718,1614
ENSMLUT00000016728,1368
ENSMLUT00000016734,2544
ENSMLUT00000016725,1545
ENSMLUT00000016727,1422
ENSMLUT00000016726,777
ENSMLUT00000016737,1890
ENSMLUT00000016730,600
ENSMLUT00000016745,2922
ENSMLUT00000016732,1830
ENSMLUT00000016740,573
ENSMLUT00000016738,2505
ENSMLUT00000016733,780
ENSMLUT00000016748,1860
ENSMLUT00000016731,336
ENSMLUT00000016744,2244
ENSMLUT00000016746,1503
ENSMLUT00000016743,3156
ENSMLUT00000000799,846
ENSMLUT00000007662,1803
ENSMLUT00000016735,924
ENSMLUT00000016739,693
ENSMLUT00000016742,606
ENSMLUT00000016761,8341
ENSMLUT00000024015,1669
ENSMLUT00000016754,2358
ENSMLUT00000016759,3545
ENSMLUT00000016757,3666
ENSMLUT00000016749,1257
ENSMLUT00000016755,2686
ENSMLUT00000016765,2097
ENSMLUT00000016756,357
ENSMLUT00000016763,2121
ENSMLUT00000016768,1035
ENSMLUT00000016762,882
ENSMLUT00000027221,900
ENSMLUT00000016775,3387
ENSMLUT00000016767,357
ENSMLUT00000016772,2520
ENSMLUT00000016769,1200
ENSMLUT00000016770,1233
ENSMLUT00000016771,300
ENSMLUT00000016779,1656
ENSMLUT00000016773,642
ENSMLUT00000016778,3393
ENSMLUT00000016774,786
ENSMLUT00000016785,1269
ENSMLUT00000016777,5214
ENSMLUT00000016782,1038
ENSMLUT00000016786,840
ENSMLUT00000016787,816
ENSMLUT00000016789,1860
ENSMLUT00000016791,2361
ENSMLUT00000016796,3528
ENSMLUT00000016794,1452
ENSMLUT00000016801,2967
ENSMLUT00000016793,1296
ENSMLUT00000016795,2142
ENSMLUT00000016792,678
ENSMLUT00000026785,681
ENSMLUT00000016797,1413
ENSMLUT00000016800,1242
ENSMLUT00000016799,837
ENSMLUT00000016798,1188
ENSMLUT00000016808,2319
ENSMLUT00000016805,6663
ENSMLUT00000027406,5130
ENSMLUT00000016809,3271
ENSMLUT00000016804,1455
ENSMLUT00000016802,906
ENSMLUT00000016810,2277
ENSMLUT00000016803,1350
ENSMLUT00000016806,1017
ENSMLUT00000016812,19341
ENSMLUT00000016815,2697
ENSMLUT00000016807,918
ENSMLUT00000016822,4113
ENSMLUT00000016826,5112
ENSMLUT00000016811,1067
ENSMLUT00000016813,900
ENSMLUT00000016820,1488
ENSMLUT00000016817,726
ENSMLUT00000016828,5283
ENSMLUT00000016841,6309
ENSMLUT00000016831,3651
ENSMLUT00000016818,753
ENSMLUT00000016824,1221
ENSMLUT00000016821,840
ENSMLUT00000016829,1539
ENSMLUT00000016833,2622
ENSMLUT00000016827,897
ENSMLUT00000016839,2355
ENSMLUT00000016834,1191
ENSMLUT00000016836,762
ENSMLUT00000016832,879
ENSMLUT00000016837,2403
ENSMLUT00000016859,4770
ENSMLUT00000028438,4779
ENSMLUT00000016846,4545
ENSMLUT00000016835,243
ENSMLUT00000016848,2733
ENSMLUT00000016838,684
ENSMLUT00000016844,1776
ENSMLUT00000016840,1623
ENSMLUT00000016843,1215
ENSMLUT00000016845,1287
ENSMLUT00000016847,2162
ENSMLUT00000016842,2397
ENSMLUT00000016850,828
ENSMLUT00000016851,1251
ENSMLUT00000016852,591
ENSMLUT00000016858,1740
ENSMLUT00000016865,2236
ENSMLUT00000016856,627
ENSMLUT00000016857,1743
ENSMLUT00000016854,1191
ENSMLUT00000016855,252
ENSMLUT00000016864,1521
ENSMLUT00000016861,1143
ENSMLUT00000016863,1056
ENSMLUT00000016867,1500
ENSMLUT00000016866,1194
ENSMLUT00000016872,1767
ENSMLUT00000016869,747
ENSMLUT00000016870,660
ENSMLUT00000016871,570
ENSMLUT00000016876,735
ENSMLUT00000025523,600
ENSMLUT00000016875,519
ENSMLUT00000016881,1272
ENSMLUT00000016878,1050
ENSMLUT00000016877,525
ENSMLUT00000016880,1062
ENSMLUT00000016887,966
ENSMLUT00000016884,609
ENSMLUT00000016888,1419
ENSMLUT00000016886,839
ENSMLUT00000016904,5175
ENSMLUT00000016896,3993
ENSMLUT00000016915,10890
ENSMLUT00000016890,375
ENSMLUT00000016889,921
ENSMLUT00000016897,1218
ENSMLUT00000016895,519
ENSMLUT00000016894,936
ENSMLUT00000016899,605
ENSMLUT00000016901,1170
ENSMLUT00000016900,1536
ENSMLUT00000016902,1146
ENSMLUT00000016907,2892
ENSMLUT00000016908,1153
ENSMLUT00000016903,711
ENSMLUT00000016906,1251
ENSMLUT00000024216,1077
ENSMLUT00000016905,516
ENSMLUT00000016914,1737
ENSMLUT00000016917,7698
ENSMLUT00000016909,786
ENSMLUT00000016911,2805
ENSMLUT00000016938,16689
ENSMLUT00000016910,1551
ENSMLUT00000016921,7092
ENSMLUT00000016912,378
ENSMLUT00000016920,2562
ENSMLUT00000026725,942
ENSMLUT00000016913,864
ENSMLUT00000016916,1221
ENSMLUT00000016919,2130
ENSMLUT00000016926,3429
ENSMLUT00000016924,2655
ENSMLUT00000016922,930
ENSMLUT00000016923,1314
ENSMLUT00000016927,1488
ENSMLUT00000016928,1176
ENSMLUT00000016925,405
ENSMLUT00000016934,4152
ENSMLUT00000016929,1515
ENSMLUT00000016930,595
ENSMLUT00000016933,1632
ENSMLUT00000016932,648
ENSMLUT00000016931,525
ENSMLUT00000016935,1899
ENSMLUT00000016941,2244
ENSMLUT00000016936,1014
ENSMLUT00000016940,567
ENSMLUT00000016946,3234
ENSMLUT00000016942,1668
ENSMLUT00000016939,643
ENSMLUT00000016943,1431
ENSMLUT00000016944,2121
ENSMLUT00000016945,429
ENSMLUT00000016951,1311
ENSMLUT00000016950,2163
ENSMLUT00000016947,1002
ENSMLUT00000016959,1538
ENSMLUT00000016953,732
ENSMLUT00000016952,513
ENSMLUT00000016958,842
ENSMLUT00000016955,456
ENSMLUT00000016957,882
ENSMLUT00000016964,3504
ENSMLUT00000016966,2454
ENSMLUT00000016968,2160
ENSMLUT00000016969,3642
ENSMLUT00000016961,696
ENSMLUT00000016962,2004
ENSMLUT00000016967,2787
ENSMLUT00000016972,3006
ENSMLUT00000016973,1683
ENSMLUT00000016977,2304
ENSMLUT00000016971,894
ENSMLUT00000016978,2046
ENSMLUT00000016976,861
ENSMLUT00000016979,1002
ENSMLUT00000001136,1014
ENSMLUT00000016980,990
ENSMLUT00000016982,1851
ENSMLUT00000016981,1244
ENSMLUT00000016986,1926
ENSMLUT00000026458,1515
ENSMLUT00000027186,1824
ENSMLUT00000027958,1782
ENSMLUT00000029449,1827
ENSMLUT00000016983,372
ENSMLUT00000016984,1008
ENSMLUT00000016991,4230
ENSMLUT00000016985,614
ENSMLUT00000016992,4341
ENSMLUT00000016993,2904
ENSMLUT00000016988,261
ENSMLUT00000016990,1849
ENSMLUT00000017003,10317
ENSMLUT00000016989,777
ENSMLUT00000016994,888
ENSMLUT00000017000,1506
ENSMLUT00000016997,2541
ENSMLUT00000016995,1536
ENSMLUT00000016999,780
ENSMLUT00000017010,1020
ENSMLUT00000017009,2004
ENSMLUT00000017006,483
ENSMLUT00000029217,515
ENSMLUT00000017008,918
ENSMLUT00000017016,2682
ENSMLUT00000017027,10419
ENSMLUT00000017013,708
ENSMLUT00000017011,1587
ENSMLUT00000017012,1032
ENSMLUT00000017030,7650
ENSMLUT00000017015,699
ENSMLUT00000017014,1125
ENSMLUT00000017019,1242
ENSMLUT00000017018,1140
ENSMLUT00000017020,1302
ENSMLUT00000011836,855
ENSMLUT00000013908,774
ENSMLUT00000017021,621
ENSMLUT00000026200,666
ENSMLUT00000029005,747
ENSMLUT00000030712,738
ENSMLUT00000030963,630
ENSMLUT00000017022,1236
ENSMLUT00000017028,3186
ENSMLUT00000017024,891
ENSMLUT00000017023,1011
ENSMLUT00000017032,1290
ENSMLUT00000017025,168
ENSMLUT00000017031,276
ENSMLUT00000017033,633
ENSMLUT00000017035,1353
ENSMLUT00000017036,2520
ENSMLUT00000017037,3558
ENSMLUT00000017038,3600
ENSMLUT00000017039,1851
ENSMLUT00000017041,1191
ENSMLUT00000017040,1092
ENSMLUT00000017046,9249
ENSMLUT00000017047,2307
ENSMLUT00000017056,6484
ENSMLUT00000017042,936
ENSMLUT00000017045,1449
ENSMLUT00000017054,2325
ENSMLUT00000017048,804
ENSMLUT00000017049,1104
ENSMLUT00000017052,2601
ENSMLUT00000017050,957
ENSMLUT00000017051,333
ENSMLUT00000017053,1035
ENSMLUT00000017057,3195
ENSMLUT00000017055,648
ENSMLUT00000017059,1200
ENSMLUT00000017062,3540
ENSMLUT00000017061,432
ENSMLUT00000017063,1896
ENSMLUT00000017060,2319
ENSMLUT00000017067,1833
ENSMLUT00000017066,1230
ENSMLUT00000017065,1380
ENSMLUT00000017087,4479
ENSMLUT00000017064,525
ENSMLUT00000017070,1431
ENSMLUT00000017073,2133
ENSMLUT00000017072,2184
ENSMLUT00000017069,2022
ENSMLUT00000017068,1350
ENSMLUT00000017074,1317
ENSMLUT00000017075,1899
ENSMLUT00000017080,1639
ENSMLUT00000017076,648
ENSMLUT00000017079,1368
ENSMLUT00000023200,1260
ENSMLUT00000017083,3180
ENSMLUT00000017082,630
ENSMLUT00000017081,1239
ENSMLUT00000017085,603
ENSMLUT00000017084,249
ENSMLUT00000025420,270
ENSMLUT00000017088,2277
ENSMLUT00000017089,1440
ENSMLUT00000017091,741
ENSMLUT00000017090,354
ENSMLUT00000017096,3561
ENSMLUT00000017094,1908
ENSMLUT00000017093,678
ENSMLUT00000017095,1202
ENSMLUT00000025431,1208
ENSMLUT00000017100,3996
ENSMLUT00000017099,1002
ENSMLUT00000017109,5964
ENSMLUT00000017097,1077
ENSMLUT00000017104,1440
ENSMLUT00000017105,2586
ENSMLUT00000017107,2517
ENSMLUT00000017111,2955
ENSMLUT00000017106,2157
ENSMLUT00000017115,2088
ENSMLUT00000017108,786
ENSMLUT00000017110,1899
ENSMLUT00000017113,1053
ENSMLUT00000017114,1251
ENSMLUT00000017118,1260
ENSMLUT00000017119,889
ENSMLUT00000017120,2010
ENSMLUT00000017124,2244
ENSMLUT00000017123,2328
ENSMLUT00000017122,1245
ENSMLUT00000017121,1122
ENSMLUT00000017130,1599
ENSMLUT00000017125,543
ENSMLUT00000017128,1020
ENSMLUT00000017126,1083
ENSMLUT00000017127,1306
ENSMLUT00000017131,1569
ENSMLUT00000017129,1616
ENSMLUT00000017132,399
ENSMLUT00000030274,369
ENSMLUT00000017133,1158
ENSMLUT00000017140,2691
ENSMLUT00000017134,759
ENSMLUT00000017135,1197
ENSMLUT00000017147,6209
ENSMLUT00000017136,1503
ENSMLUT00000017141,1833
ENSMLUT00000017137,777
ENSMLUT00000017143,2211
ENSMLUT00000017145,2709
ENSMLUT00000024875,2877
ENSMLUT00000017146,2643
ENSMLUT00000017144,1593
ENSMLUT00000017151,1812
ENSMLUT00000017148,1488
ENSMLUT00000017149,1188
ENSMLUT00000017150,1785
ENSMLUT00000017152,984
ENSMLUT00000017153,645
ENSMLUT00000017154,1437
ENSMLUT00000017155,930
ENSMLUT00000017156,681
ENSMLUT00000017157,3081
ENSMLUT00000017158,1866
ENSMLUT00000017161,297
ENSMLUT00000017164,1968
ENSMLUT00000017165,4179
ENSMLUT00000017179,3906
ENSMLUT00000017162,675
ENSMLUT00000017163,393
ENSMLUT00000017166,1360
ENSMLUT00000017168,1362
ENSMLUT00000017167,915
ENSMLUT00000017171,927
ENSMLUT00000017169,1626
ENSMLUT00000017172,1002
ENSMLUT00000017170,807
ENSMLUT00000017173,765
ENSMLUT00000017178,1701
ENSMLUT00000017176,1578
ENSMLUT00000017175,444
ENSMLUT00000017177,597
ENSMLUT00000017180,3216
ENSMLUT00000017181,2561
ENSMLUT00000017185,3033
ENSMLUT00000017182,1476
ENSMLUT00000017183,609
ENSMLUT00000017186,2674
ENSMLUT00000017184,423
ENSMLUT00000017188,1839
ENSMLUT00000017187,1065
ENSMLUT00000017190,810
ENSMLUT00000017192,1518
ENSMLUT00000017191,372
ENSMLUT00000017193,2625
ENSMLUT00000017195,3468
ENSMLUT00000017194,1290
ENSMLUT00000017201,2976
ENSMLUT00000017198,2261
ENSMLUT00000017203,4512
ENSMLUT00000027101,4512
ENSMLUT00000017204,5915
ENSMLUT00000017196,1341
ENSMLUT00000017199,450
ENSMLUT00000017200,960
ENSMLUT00000017206,2520
ENSMLUT00000017202,978
ENSMLUT00000017209,1503
ENSMLUT00000017207,1944
ENSMLUT00000017208,1347
ENSMLUT00000017212,1674
ENSMLUT00000017214,750
ENSMLUT00000017213,543
ENSMLUT00000017215,921
ENSMLUT00000017216,471
ENSMLUT00000017217,1827
ENSMLUT00000017218,1248
ENSMLUT00000017222,510
ENSMLUT00000017219,1482
ENSMLUT00000017221,1515
ENSMLUT00000017223,1536
ENSMLUT00000017224,927
ENSMLUT00000017230,5833
ENSMLUT00000017228,9966
ENSMLUT00000017227,1194
ENSMLUT00000017226,875
ENSMLUT00000017236,4491
ENSMLUT00000017229,870
ENSMLUT00000017232,2436
ENSMLUT00000017231,1028
ENSMLUT00000017235,2367
ENSMLUT00000017233,960
ENSMLUT00000017237,4349
ENSMLUT00000017234,1002
ENSMLUT00000017242,2136
ENSMLUT00000017238,5676
ENSMLUT00000017240,1338
ENSMLUT00000017243,459
ENSMLUT00000017250,2052
ENSMLUT00000017246,1833
ENSMLUT00000017247,561
ENSMLUT00000017249,510
ENSMLUT00000017248,1062
ENSMLUT00000017251,717
ENSMLUT00000017253,1847
ENSMLUT00000017252,1584
ENSMLUT00000017254,3066
ENSMLUT00000017256,1971
ENSMLUT00000017258,4339
ENSMLUT00000017257,1398
ENSMLUT00000017259,2115
ENSMLUT00000017260,1783
ENSMLUT00000017262,2139
ENSMLUT00000017264,1296
ENSMLUT00000017261,579
ENSMLUT00000017265,798
ENSMLUT00000017267,1172
ENSMLUT00000017269,5586
ENSMLUT00000017266,297
ENSMLUT00000017270,867
ENSMLUT00000017268,726
ENSMLUT00000017272,1617
ENSMLUT00000017273,2571
ENSMLUT00000028868,1407
ENSMLUT00000017271,801
ENSMLUT00000017274,1031
ENSMLUT00000017275,1743
ENSMLUT00000017278,534
ENSMLUT00000017277,1263
ENSMLUT00000017279,1002
ENSMLUT00000017276,585
ENSMLUT00000017281,1742
ENSMLUT00000017285,2397
ENSMLUT00000017280,783
ENSMLUT00000017282,1035
ENSMLUT00000017283,306
ENSMLUT00000017287,894
ENSMLUT00000017286,1362
ENSMLUT00000017290,1701
ENSMLUT00000017291,1086
ENSMLUT00000017301,11256
ENSMLUT00000017292,14100
ENSMLUT00000017296,6321
ENSMLUT00000017295,1040
ENSMLUT00000017297,876
ENSMLUT00000017298,1896
ENSMLUT00000017299,544
ENSMLUT00000017300,1157
ENSMLUT00000017302,1687
ENSMLUT00000017303,399
ENSMLUT00000017304,1290
ENSMLUT00000017308,378
ENSMLUT00000017306,2370
ENSMLUT00000017307,1743
ENSMLUT00000017309,1668
ENSMLUT00000017315,1860
ENSMLUT00000017314,1248
ENSMLUT00000017312,687
ENSMLUT00000017318,2289
ENSMLUT00000017313,666
ENSMLUT00000017316,1161
ENSMLUT00000017319,1881
ENSMLUT00000017321,1428
ENSMLUT00000017325,1374
ENSMLUT00000017326,813
ENSMLUT00000017330,3780
ENSMLUT00000017328,1023
ENSMLUT00000017331,3465
ENSMLUT00000017329,534
ENSMLUT00000017332,1134
ENSMLUT00000017336,1053
ENSMLUT00000017333,1158
ENSMLUT00000017337,1452
ENSMLUT00000017335,397
ENSMLUT00000017340,1908
ENSMLUT00000017339,1032
ENSMLUT00000017338,735
ENSMLUT00000017342,1320
ENSMLUT00000017343,789
ENSMLUT00000017346,6618
ENSMLUT00000017344,1314
ENSMLUT00000017345,1021
ENSMLUT00000017347,750
ENSMLUT00000017348,1623
ENSMLUT00000017349,1035
ENSMLUT00000017351,1440
ENSMLUT00000017350,1251
ENSMLUT00000017352,1044
ENSMLUT00000017353,1683
ENSMLUT00000017354,546
ENSMLUT00000017357,1440
ENSMLUT00000017356,459
ENSMLUT00000017358,828
ENSMLUT00000017359,501
ENSMLUT00000017360,3984
ENSMLUT00000017361,741
ENSMLUT00000017362,1200
ENSMLUT00000017363,516
ENSMLUT00000017364,1920
ENSMLUT00000017365,3237
ENSMLUT00000017366,1839
ENSMLUT00000017368,1896
ENSMLUT00000017369,822
ENSMLUT00000017371,2445
ENSMLUT00000017370,684
ENSMLUT00000017372,600
ENSMLUT00000017373,3420
ENSMLUT00000017374,2334
ENSMLUT00000017375,2172
ENSMLUT00000017376,1784
ENSMLUT00000017378,2160
ENSMLUT00000017377,663
ENSMLUT00000017379,1674
ENSMLUT00000017380,948
ENSMLUT00000017381,1437
ENSMLUT00000017382,5001
ENSMLUT00000017383,2247
ENSMLUT00000017384,5253
ENSMLUT00000029963,3318
ENSMLUT00000017387,3930
ENSMLUT00000017388,3912
ENSMLUT00000017389,1575
ENSMLUT00000017394,238
ENSMLUT00000017390,1290
ENSMLUT00000017391,369
ENSMLUT00000017392,678
ENSMLUT00000017393,2127
ENSMLUT00000017395,3582
ENSMLUT00000017397,2322
ENSMLUT00000017396,900
ENSMLUT00000017398,1149
ENSMLUT00000017401,1827
ENSMLUT00000017399,537
ENSMLUT00000017400,564
ENSMLUT00000017402,513
ENSMLUT00000017406,918
ENSMLUT00000017404,1227
ENSMLUT00000017403,189
ENSMLUT00000017407,2253
ENSMLUT00000017409,3630
ENSMLUT00000017411,2946
ENSMLUT00000017413,3696
ENSMLUT00000017412,672
ENSMLUT00000017414,1599
ENSMLUT00000017415,720
ENSMLUT00000017424,4710
ENSMLUT00000017416,960
ENSMLUT00000017417,942
ENSMLUT00000017418,948
ENSMLUT00000017419,939
ENSMLUT00000017420,726
ENSMLUT00000017421,174
ENSMLUT00000017425,2157
ENSMLUT00000017426,897
ENSMLUT00000017427,3309
ENSMLUT00000017428,630
ENSMLUT00000017431,297
ENSMLUT00000017432,1719
ENSMLUT00000017433,1533
ENSMLUT00000017434,3828
ENSMLUT00000017435,1725
ENSMLUT00000017436,1281
ENSMLUT00000017441,3681
ENSMLUT00000017437,378
ENSMLUT00000017438,670
